,abilities,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image
270,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,45,Wickid Pokémon,60,1059860,1.3,90,Dirtengダーテング,shiftry,50.0,275,90,60,80,grass,dark,59.6,3,0,./assets/images/shiftry.png
271,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,200,TinySwallow Pokémon,30,1059860,0.3,40,Subameスバメ,taillow,50.0,276,30,30,85,normal,flying,2.3,3,0,./assets/images/taillow.png
272,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,45,Swallow Pokémon,60,1059860,0.7,60,Ohsubameオオスバメ,swellow,50.0,277,75,50,125,normal,flying,19.8,3,0,./assets/images/swellow.png
273,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,190,Seagull Pokémon,30,1000000,0.6,40,Camomeキャモメ,wingull,50.0,278,55,30,85,water,flying,9.5,3,0,./assets/images/wingull.png
274,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,Pelipperペリッパー,pelipper,50.0,279,95,70,65,water,flying,28.0,3,0,./assets/images/pelipper.png
275,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,Raltsラルトス,ralts,50.0,280,45,35,40,psychic,fairy,6.6,3,0,./assets/images/ralts.png
276,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,120,Emotion Pokémon,35,1250000,0.8,38,Kirliaキルリア,kirlia,50.0,281,65,55,50,psychic,fairy,20.2,3,0,./assets/images/kirlia.png
277,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,Sirnightサーナイト,gardevoir,50.0,282,165,135,100,psychic,fairy,48.4,3,0,./assets/images/gardevoir.png
278,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,200,Pond Skater Pokémon,32,1000000,0.5,40,Ametamaアメタマ,surskit,50.0,283,50,52,65,bug,water,1.7,3,0,./assets/images/surskit.png
279,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,75,Eyeball Pokémon,62,1000000,0.8,70,Amemothアメモース,masquerain,50.0,284,100,82,80,bug,flying,3.6,3,0,./assets/images/masquerain.png
280,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,255,Mushroom Pokémon,60,1640000,0.4,60,Kinococoキノココ,shroomish,50.0,285,40,60,35,grass,,4.5,3,0,./assets/images/shroomish.png
281,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,90,Mushroom Pokémon,80,1640000,1.2,60,Kinogassaキノガッサ,breloom,50.0,286,60,60,70,grass,fighting,39.2,3,0,./assets/images/breloom.png
282,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,255,Slacker Pokémon,60,1250000,0.8,60,Namakeroナマケロ,slakoth,50.0,287,35,35,30,normal,,24.0,3,0,./assets/images/slakoth.png
283,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,1.4,80,Yarukimonoヤルキモノ,vigoroth,50.0,288,55,55,90,normal,,46.5,3,0,./assets/images/vigoroth.png
284,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,45,Lazy Pokémon,100,1250000,2.0,150,Kekkingケッキング,slaking,50.0,289,95,65,100,normal,,130.5,3,0,./assets/images/slaking.png
285,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,255,Trainee Pokémon,90,600000,0.5,31,Tutininツチニン,nincada,50.0,290,30,30,40,bug,ground,5.5,3,0,./assets/images/nincada.png
286,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120,Ninja Pokémon,45,600000,0.8,61,Tekkaninテッカニン,ninjask,50.0,291,50,50,160,bug,flying,12.0,3,0,./assets/images/ninjask.png
287,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,45,Shed Pokémon,45,600000,0.8,1,Nukeninヌケニン,shedinja,,292,30,30,40,bug,ghost,1.2,3,0,./assets/images/shedinja.png
288,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,190,Whisper Pokémon,23,1059860,0.6,64,Gonyonyoゴニョニョ,whismur,50.0,293,51,23,28,normal,,16.3,3,0,./assets/images/whismur.png
289,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,120,Big Voice Pokémon,43,1059860,1.0,84,Dogohmbドゴーム,loudred,50.0,294,71,43,48,normal,,40.5,3,0,./assets/images/loudred.png
290,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,1.5,104,Bakuongバクオング,exploud,50.0,295,91,73,68,normal,,84.0,3,0,./assets/images/exploud.png
291,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,180,Guts Pokémon,30,1640000,1.0,72,Makunoshitaマクノシタ,makuhita,75.4,296,20,30,25,fighting,,86.4,3,0,./assets/images/makuhita.png
292,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,200,Arm Thrust Pokémon,60,1640000,2.3,144,Hariteyamaハリテヤマ,hariyama,75.4,297,40,60,50,fighting,,253.8,3,0,./assets/images/hariyama.png
293,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,150,Polka Dot Pokémon,40,800000,0.2,50,Ruririルリリ,azurill,24.6,298,20,40,20,normal,fairy,2.0,3,0,./assets/images/azurill.png
294,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,255,Compass Pokémon,135,1000000,1.0,30,Nosepassノズパス,nosepass,50.0,299,45,90,30,rock,,97.0,3,0,./assets/images/nosepass.png
295,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,255,Kitten Pokémon,45,800000,0.6,50,Enecoエネコ,skitty,24.6,300,35,35,50,normal,,11.0,3,0,./assets/images/skitty.png
296,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,60,Prim Pokémon,65,800000,1.1,70,Enekororoエネコロロ,delcatty,24.6,301,55,55,90,normal,,32.6,3,0,./assets/images/delcatty.png
297,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,sableye,50.0,302,85,115,20,dark,ghost,11.0,3,0,./assets/images/sableye.png
298,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,45,Deceiver Pokémon,125,800000,0.6,50,Kucheatクチート,mawile,50.0,303,55,95,50,steel,fairy,11.5,3,0,./assets/images/mawile.png
299,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,180,Iron Armor Pokémon,100,1250000,0.4,50,Cokodoraココドラ,aron,50.0,304,40,40,30,steel,rock,60.0,3,0,./assets/images/aron.png
300,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,90,Iron Armor Pokémon,140,1250000,0.9,60,Kodoraコドラ,lairon,50.0,305,50,50,40,steel,rock,120.0,3,0,./assets/images/lairon.png
301,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,45,Iron Armor Pokémon,230,1250000,2.1,70,Bossgodoraボスゴドラ,aggron,50.0,306,60,80,50,steel,rock,360.0,3,0,./assets/images/aggron.png
302,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,180,Meditate Pokémon,55,1000000,0.6,30,Asananアサナン,meditite,50.0,307,40,55,60,fighting,psychic,11.2,3,0,./assets/images/meditite.png
303,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,90,Meditate Pokémon,85,1000000,1.3,60,Charemチャーレム,medicham,50.0,308,80,85,100,fighting,psychic,31.5,3,0,./assets/images/medicham.png
304,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,120,Lightning Pokémon,40,1250000,0.6,40,Rakuraiラクライ,electrike,50.0,309,65,40,65,electric,,15.2,3,0,./assets/images/electrike.png
305,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,manectric,50.0,310,135,80,135,electric,,40.2,3,0,./assets/images/manectric.png
306,"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,200,Cheering Pokémon,40,1000000,0.4,60,Prasleプラスル,plusle,50.0,311,85,75,95,electric,,4.2,3,0,./assets/images/plusle.png
307,"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,60,Minunマイナン,minun,50.0,312,75,85,95,electric,,4.2,3,0,./assets/images/minun.png
308,"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,150,Firefly Pokémon,75,600000,0.7,65,Barubeatバルビート,volbeat,100.0,313,47,85,85,bug,,17.7,3,0,./assets/images/volbeat.png
309,"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,150,Firefly Pokémon,75,1640000,0.6,65,Illumiseイルミーゼ,illumise,0.0,314,73,85,85,bug,,17.7,3,0,./assets/images/illumise.png
310,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,roselia,50.0,315,100,80,65,grass,poison,2.0,3,0,./assets/images/roselia.png
311,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,225,Stomach Pokémon,53,1640000,0.4,70,Gokulinゴクリン,gulpin,50.0,316,43,53,40,poison,,10.3,3,0,./assets/images/gulpin.png
312,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,Marunoomマルノーム,swalot,50.0,317,73,83,55,poison,,80.0,3,0,./assets/images/swalot.png
313,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,225,Savage Pokémon,20,1250000,0.8,45,Kibanhaキバニア,carvanha,50.0,318,65,20,65,water,dark,20.8,3,0,./assets/images/carvanha.png
314,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,sharpedo,50.0,319,110,65,105,water,dark,88.8,3,0,./assets/images/sharpedo.png
315,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,125,Ball Whale Pokémon,35,1640000,2.0,130,Hoerukoホエルコ,wailmer,50.0,320,70,35,60,water,,130.0,3,0,./assets/images/wailmer.png
316,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,Whalohホエルオー,wailord,50.0,321,90,45,60,water,,398.0,3,0,./assets/images/wailord.png
317,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,255,Numb Pokémon,40,1000000,0.7,60,Donmelドンメル,numel,50.0,322,65,45,35,fire,ground,24.0,3,0,./assets/images/numel.png
318,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,Bakuudaバクーダ,camerupt,50.0,323,145,105,20,fire,ground,220.0,3,0,./assets/images/camerupt.png
319,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,90,Coal Pokémon,140,1000000,0.5,70,Cotoiseコータス,torkoal,50.0,324,85,70,20,fire,,80.4,3,0,./assets/images/torkoal.png
320,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,255,Bounce Pokémon,35,800000,0.7,60,Banebooバネブー,spoink,50.0,325,70,80,60,psychic,,30.6,3,0,./assets/images/spoink.png
321,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,60,Manipulate Pokémon,65,800000,0.9,80,Boopigブーピッグ,grumpig,50.0,326,90,110,80,psychic,,71.5,3,0,./assets/images/grumpig.png
322,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,Patcheelパッチール,spinda,50.0,327,60,60,60,normal,,5.0,3,0,./assets/images/spinda.png
323,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,Nuckrarナックラー,trapinch,50.0,328,45,45,10,ground,,15.0,3,0,./assets/images/trapinch.png
324,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,50,Vibravaビブラーバ,vibrava,50.0,329,50,50,70,ground,dragon,15.3,3,0,./assets/images/vibrava.png
325,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,45,Mystic Pokémon,80,1059860,2.0,80,Flygonフライゴン,flygon,50.0,330,80,80,100,ground,dragon,82.0,3,0,./assets/images/flygon.png
326,"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,190,Cactus Pokémon,40,1059860,0.4,50,Saboneaサボネア,cacnea,50.0,331,85,40,35,grass,,51.3,3,0,./assets/images/cacnea.png
327,"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,Noctusノクタス,cacturne,50.0,332,115,60,55,grass,dark,77.4,3,0,./assets/images/cacturne.png
328,"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,Tylttoチルット,swablu,50.0,333,40,75,50,normal,flying,1.2,3,0,./assets/images/swablu.png
329,"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,altaria,50.0,334,110,105,80,dragon,flying,20.6,3,0,./assets/images/altaria.png
330,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,Zangooseザングース,zangoose,50.0,335,60,60,90,normal,,40.3,3,0,./assets/images/zangoose.png
331,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,Habunakeハブネーク,seviper,50.0,336,100,60,65,poison,,52.5,3,0,./assets/images/seviper.png
332,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,45,Meteorite Pokémon,65,800000,1.0,90,Lunatoneルナトーン,lunatone,,337,95,85,70,rock,psychic,168.0,3,0,./assets/images/lunatone.png
333,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,solrock,,338,55,65,70,rock,psychic,154.0,3,0,./assets/images/solrock.png
334,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,Dojoachドジョッチ,barboach,50.0,339,46,41,60,water,ground,1.9,3,0,./assets/images/barboach.png
335,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,Namazunナマズン,whiscash,50.0,340,76,71,60,water,ground,23.6,3,0,./assets/images/whiscash.png
336,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,Heiganiヘイガニ,corphish,50.0,341,50,35,35,water,,11.5,3,0,./assets/images/corphish.png
337,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,crawdaunt,50.0,342,90,55,55,water,dark,32.8,3,0,./assets/images/crawdaunt.png
338,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,Yajilonヤジロン,baltoy,,343,40,70,55,ground,psychic,21.5,3,0,./assets/images/baltoy.png
339,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,claydol,,344,70,120,75,ground,psychic,108.0,3,0,./assets/images/claydol.png
340,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,45,Sea Lily Pokémon,77,600000,1.0,66,Lilylaリリーラ,lileep,88.1,345,61,87,23,rock,grass,23.8,3,0,./assets/images/lileep.png
341,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,cradily,88.1,346,81,107,43,rock,grass,60.4,3,0,./assets/images/cradily.png
342,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,Anopthアノプス,anorith,88.1,347,40,50,75,rock,bug,12.5,3,0,./assets/images/anorith.png
343,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0,./assets/images/armaldo.png
344,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,Hinbassヒンバス,feebas,50.0,349,10,55,80,water,,7.4,3,0,./assets/images/feebas.png
345,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,milotic,50.0,350,100,125,81,water,,162.0,3,0,./assets/images/milotic.png
